rid,id,text,term,from,to,category,polarity
1189674,1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",French food,76,87,FOOD#QUALITY,positive
1189674,1189674:6,"Have recommended the place to friends, always gets good response.",place,21,26,RESTAURANT#MISCELLANEOUS,positive
1199292,1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",crust,77,82,FOOD#QUALITY,positive
1199292,1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",pizza,17,22,FOOD#QUALITY,positive
1199292,1199292:3,I take all my NYC guests to VT's.,VT's,28,32,RESTAURANT#MISCELLANEOUS,positive
1199480,1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood,74,86,LOCATION#GENERAL,positive
1199480,1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,101,105,FOOD#QUALITY,positive
1199480,1199480:1,I've been there three times and have always had wonderful experiences.,NULL,0,0,RESTAURANT#GENERAL,positive
1199480,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,setting,75,82,AMBIENCE#GENERAL,positive
1199480,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,service,92,99,SERVICE#GENERAL,positive
1199480,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,NULL,0,0,RESTAURANT#MISCELLANEOUS,positive
1205520,1205520:0,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,Mizu,134,138,RESTAURANT#GENERAL,positive
1205520,1205520:1,Even after they overcharged me the last time I was there.,NULL,0,0,SERVICE#GENERAL,negative
1205520,1205520:2,Make sure you have the Spicy Scallop roll.. .,Spicy Scallop roll,23,41,FOOD#QUALITY,positive
1205520,1205520:3,it's delicious!,NULL,0,0,FOOD#QUALITY,positive
1212346,1212346:0,"Moules were excellent, lobster ravioli was VERY salty!",Moules,0,6,FOOD#QUALITY,positive
1212346,1212346:0,"Moules were excellent, lobster ravioli was VERY salty!",lobster ravioli,23,38,FOOD#QUALITY,negative
1212346,1212346:1,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",maitre d',38,47,SERVICE#GENERAL,negative
1212346,1212346:2,"Told us to sit anywhere, and when we sat he said the table was reserved.",NULL,0,0,SERVICE#GENERAL,negative
1212346,1212346:3,Stepped on my foot on the SECOND time he reached over me to adjust lighting.,NULL,0,0,SERVICE#GENERAL,negative
1212346,1212346:4,Tiny dessert was $8.00...just plain overpriced for what it is.,dessert,5,12,FOOD#STYLE_OPTIONS,negative
1212346,1212346:4,Tiny dessert was $8.00...just plain overpriced for what it is.,dessert,5,12,FOOD#PRICES,negative
1221938,1221938:0,The drinks are always welll made and wine selection is fairly priced.,drinks,4,10,DRINKS#QUALITY,positive
1221938,1221938:0,The drinks are always welll made and wine selection is fairly priced.,wine selection,37,51,DRINKS#PRICES,positive
1221938,1221938:1,Try their chef's specials-- they are to die for.,chef's specials,10,25,FOOD#QUALITY,positive
1221938,1221938:2,"Service is not exactly five star, but thats not really a big deal.",Service,0,7,SERVICE#GENERAL,neutral
1221938,1221938:3,Downstairs lounge is always a good attraction,Downstairs lounge,0,17,AMBIENCE#GENERAL,positive
1225162,1225162:0,"Raga's is a romantic, cozy restaurant.",Raga's,0,6,AMBIENCE#GENERAL,positive
1225162,1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,4,15,FOOD#STYLE_OPTIONS,positive
1225162,1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,4,15,FOOD#QUALITY,positive
1225162,1225162:2,It is also extremely well priced.,NULL,0,0,FOOD#PRICES,positive
1225162,1225162:3,The staff is incredibly helpful and attentive.,staff,4,9,SERVICE#GENERAL,positive
1225162,1225162:4,The bar is very well stocked with interesting beers and well priced wines.,bar,4,7,DRINKS#STYLE_OPTIONS,positive
1225162,1225162:4,The bar is very well stocked with interesting beers and well priced wines.,beers,46,51,DRINKS#STYLE_OPTIONS,positive
1225162,1225162:4,The bar is very well stocked with interesting beers and well priced wines.,wines,68,73,DRINKS#PRICES,positive
1225162,1225162:5,This is one of my favorite restaurants and it is not to be missed.,NULL,0,0,RESTAURANT#GENERAL,positive
1225162,1225162:6,Your friends will thank you for introducing them to this gem!,NULL,0,0,RESTAURANT#GENERAL,positive
1227999,1227999:0,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",Leon,20,24,RESTAURANT#GENERAL,negative
1227999,1227999:1,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",waitress,4,12,SERVICE#GENERAL,negative
1227999,1227999:2,"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ",NULL,0,0,SERVICE#GENERAL,negative
1227999,1227999:3,Such a disappointment...,NULL,0,0,SERVICE#GENERAL,negative
1227999,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",service,5,12,SERVICE#GENERAL,negative
1227999,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",food,23,27,FOOD#QUALITY,neutral
1227999,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",NULL,0,0,RESTAURANT#GENERAL,negative
1230993,1230993:0,I had a grat time at Jekyll and Hyde!,Jekyll and Hyde,21,36,RESTAURANT#GENERAL,positive
1230993,1230993:1,I loved everythig about it-especially the shows and actors.,NULL,0,0,RESTAURANT#GENERAL,positive
1230993,1230993:1,I loved everythig about it-especially the shows and actors.,shows,42,47,AMBIENCE#GENERAL,positive
1230993,1230993:1,I loved everythig about it-especially the shows and actors.,actors,52,58,AMBIENCE#GENERAL,positive
1230993,1230993:2,Our server was very helpful and friendly.,server,4,10,SERVICE#GENERAL,positive
1230993,1230993:3,I am bringing my whole family back next time.,NULL,0,0,RESTAURANT#MISCELLANEOUS,positive
1230993,1230993:4,The food was good too.,food,4,8,FOOD#QUALITY,positive
1232468,1232468:0,The tuna and wasabe potatoes are excellent.,tuna,4,8,FOOD#QUALITY,positive
1232468,1232468:0,The tuna and wasabe potatoes are excellent.,wasabe potatoes,13,28,FOOD#QUALITY,positive
1232468,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,4,22,LOCATION#GENERAL,positive
1232468,1232468:2,"Inside is a little cramped, but to be expected.",NULL,0,0,AMBIENCE#GENERAL,neutral
1232468,1232468:3,Service was prompt and courteous.,Service,0,7,SERVICE#GENERAL,positive
1232468,1232468:4,This was a repeat visit and we'll definitely be back again.,NULL,0,0,RESTAURANT#GENERAL,positive
1241906,1241906:0,"Great service, great food.",service,6,13,SERVICE#GENERAL,positive
1241906,1241906:0,"Great service, great food.",food,21,25,FOOD#QUALITY,positive
1241906,1241906:1,Prices are in line.,NULL,0,0,RESTAURANT#PRICES,neutral
1241906,1241906:3,But too far east!,NULL,0,0,LOCATION#GENERAL,negative
1253117,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,4,9,FOOD#QUALITY,positive
1253117,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,34,50,FOOD#QUALITY,positive
1253117,1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection,22,41,FOOD#STYLE_OPTIONS,negative
1253117,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",NULL,0,0,FOOD#QUALITY,negative
1253117,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",NULL,0,0,FOOD#STYLE_OPTIONS,negative
1253117,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,0,10,SERVICE#GENERAL,negative
1253117,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,pie,74,77,FOOD#QUALITY,positive
1256373,1256373:0,By far the best salad I have had in a fast food restaurant.,salad,16,21,FOOD#QUALITY,positive
1256373,1256373:1,fine dining restaurant quality.,dining,5,11,FOOD#QUALITY,positive
1256373,1256373:2,Over 100 different choices to create your own.,NULL,0,0,FOOD#STYLE_OPTIONS,positive
1256373,1256373:3,A must try!,NULL,0,0,RESTAURANT#GENERAL,positive
1264954,1264954:0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",restaurant,73,83,RESTAURANT#GENERAL,positive
1264954,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",NULL,0,0,FOOD#QUALITY,positive
1264954,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",NULL,0,0,AMBIENCE#GENERAL,positive
1264954,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",chicken pot pie,4,19,FOOD#QUALITY,positive
1264954,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,39,51,FOOD#STYLE_OPTIONS,positive
1264954,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,39,51,FOOD#QUALITY,positive
1264954,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,81,88,SERVICE#GENERAL,positive
1264954,1264954:3,"With so many poor experiences to be had in the theater district, is truly an excellent find!",NULL,0,0,RESTAURANT#GENERAL,positive
1264954,1264954:4,We will return many times for this oasis in mid-town.,NULL,0,0,RESTAURANT#GENERAL,positive
1269216,1269216:1,The staff is no nonsense.,staff,4,9,SERVICE#GENERAL,positive
1269216,1269216:2,The food options rule.,food,4,8,FOOD#STYLE_OPTIONS,positive
1269216,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels,56,62,FOOD#QUALITY,positive
1269216,1269216:4,Worth visiting the 1st Ave spot because it is the original store.,1st Ave spot,19,31,RESTAURANT#MISCELLANEOUS,positive
1275154,1275154:4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",Uni Hand roll,16,29,FOOD#QUALITY,positive
1275154,1275154:6,The sake menu should not be overlooked!,sake menu,4,13,DRINKS#STYLE_OPTIONS,positive
1275154,1275154:7,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",NULL,0,0,RESTAURANT#GENERAL,positive
1275154,1275154:8,Try the lobster teriyaki and the rose special roll.,lobster teriyaki,8,24,FOOD#QUALITY,positive
1275154,1275154:8,Try the lobster teriyaki and the rose special roll.,rose special roll,33,50,FOOD#QUALITY,positive
1280166,1280166:1,"Service was very good - prompt, attentive and non-intrusive.",Service,0,7,SERVICE#GENERAL,positive
1280166,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food,0,4,FOOD#QUALITY,positive
1280166,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,94,104,FOOD#QUALITY,negative
1280166,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,Wine list selection,0,19,DRINKS#STYLE_OPTIONS,positive
1280166,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,wine-by-the-glass,32,49,DRINKS#STYLE_OPTIONS,positive
1280166,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,Traditional French decour,0,25,AMBIENCE#GENERAL,positive
1280166,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,hall,50,54,AMBIENCE#GENERAL,negative
1280179,1280179:0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",Cafe Spice,16,26,RESTAURANT#GENERAL,positive
1280179,1280179:1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ",Service,14,21,SERVICE#GENERAL,neutral
1280179,1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",Seating,0,7,SERVICE#GENERAL,positive
1280179,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food,0,4,FOOD#QUALITY,positive
1280179,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables in side orders,76,105,FOOD#QUALITY,negative
1280179,1280179:4,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",NULL,0,0,SERVICE#GENERAL,neutral
